"","ID_","YEAR","CLASS_","REALINC","REALRINC","WRKSTAT","HRS1","WRKSLF","OCC10","INDUS10","MARITAL","DIVORCE","WIDOWED","SPWRKSTA","SPWRKSLF","SPOCC10","SPIND10","PAWRKSLF","PAOCC10","SIBS","CHILDS","AGE","EDUC","PAEDUC","MAEDUC","SPEDUC","SEX","RACE","RES16","REG16","MOBILE16","FAMILY16","INCOM16","BORN","PARBORN","GRANBORN","HOMPOP","BABIES","PRETEEN","TEENS","ADULTS","UNRELAT","EARNRS","REGION","RELIG","ATTEND","RELIG16","FUND16","SPREL","RACLIVE","HEALTH","WKSUB","WKSUBS","WKSUP","UNEMP","OWNGUN","PARTNERS","PASEI10","PRESTG10","SEI10","SPPRES10","SPSEI10","UNION_","ETH1","POLVIEWS","NATROAD","NATSOC","NATMASS","NATPARK","EQWLTH","SPKATH","COLATH","LIBATH","SPKRAC","COLRAC","LIBRAC","SPKCOM","COLCOM","LIBCOM","SPKMIL","COLMIL","LIBMIL","SPKHOMO","COLHOMO","LIBHOMO","CAPPUN","GUNLAW","COURTS","HELPFUL","FAIR","TRUST","CONFINAN","CONBUS","CONCLERG","CONEDUC","CONFED","CONLABOR","CONPRESS","CONMEDIC","CONTV","CONJUDGE","CONSCI","CONLEGIS","CONARMY","OBEY","POPULAR","THNKSELF","WORKHARD","HELPOTH","GETAHEAD","ABDEFECT","ABNOMORE","ABHLTH","ABPOOR","ABRAPE","XMARSEX","HOMOSEX","POLHITOK","POLABUSE","POLMURDR","POLESCAP","POLATTAK","HELPPOOR","HELPNOT","HELPSICK","HELPBLK","PARTYID","TAX","FUND","HAPPY","LIFE","SATJOB","SATFIN","FINALTER","XMOVIE","FEAR","PISTOL","SHOTGUN","RIFLE","PHONE"
"932","1449",1989,"L2",30150,22032,"1",29,0,"38","57","1",0,0,"2",0,"57","57",0,"56",6,3,48,14,14,16,14,1,"1","2","5","1","1",3,1,"0","0",5,0,1,1,3,0,3,"5","1",5,"1","3","1",0,"2",1,0,1,0,"1",1,23.8,60,65.3,47,38.8,"4",NA,4,"2","1","2","1",1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,"2","1","2","2","2","2","3","2","2","2","2","1","3","1","2","2","2",1,5,2,4,3,"1",1,0,1,0,1,"1","1",1,1,1,1,1,3,2,3,3,"2","1","3","2","2","2","2","3",0,0,"1","1","1","3"
"933","1455",1989,"L2",22032,17394,"1",48,1,"45","40","1",0,0,"1",0,"40","40",0,"68",5,2,44,11,7,9,12,1,"1","1","5","2","1",3,1,"0","0",4,0,0,1,3,0,2,"5","1",7,"4","3","1",1,"1",0,NA,1,0,"1",1,42.2,36,21.5,33,13.6,"4",NA,4,"1","1","3","1",5,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,"2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2",1,5,4,2,3,"1",0,0,1,0,1,"1","1",1,0,0,0,1,3,NA,NA,NA,"2","2","2","2","2","2","2","1",0,0,"1","1","1","3"
"934","1457",1989,"L2",30150,10436,"1",40,0,"62","82","1",0,0,"1",0,"82","82",0,"62",1,2,52,10,6,7,10,1,"1","1","5","1","1",2,1,"0","0",2,0,0,0,2,0,2,"5","1",7,"1","2","1",0,"3",1,1,0,1,"1",1,28.7,44,28.7,44,25.1,"2",NA,6,"2","1","3","2",3,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,"2","2","2","1","2","2","2","2","2","2","1","1","2","2","1","2","2",1,5,4,2,3,"3",1,1,1,1,1,"1","1",1,0,0,1,1,NA,4,1,4,"4","1","2","1","1","1","2","3",0,0,"1","1","1","3"
"935","1463",1989,"L2",25511,10436,"3",NA,0,"57","74","1",1,0,"1",0,"74","74",0,"20",3,4,41,12,7,8,12,0,"1","3","5","3","1",3,1,"0","0",4,0,2,0,2,0,2,"5","1",6,"1",NA,"1",1,"2",1,0,1,1,"1",1,62.6,47,38.8,46,51.9,"4","10",5,"1","1",NA,"2",1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,"2","1","1","1","2","2","3","3","3","2","2","2","2","2","2","2","2",2,5,1,4,3,"1",1,0,1,0,0,"1","1",1,0,0,1,1,3,5,3,5,"1","1",NA,"2","2","1","2","3",0,1,"2","1","1","3"
"936","1464",1989,"L3",51023,8349,"1",40,0,"82","70","1",0,0,"1",0,"70","70",0,"60",4,4,49,11,5,0,12,0,"3","4","7","3","1",1,1,"0","0",2,0,0,0,2,0,2,"5","1",6,"1","1","1",0,"2",1,1,1,0,"2",1,14,44,25.1,43,52.4,"4",NA,4,"3","1","2","2",1,1,0,0,1,0,0,1,1,0,1,NA,0,1,1,0,1,0,"2","1","2","2","2","2","3","1","2","3","2","1","3","2","1","2","1",4,5,1,3,2,"1",1,0,1,0,1,"1","1",1,1,0,1,1,3,2,4,4,"0","1","1","2","2","2","2","1",0,0,"2","2","2","3"
"937","1472",1989,"L3",22032,10436,"3",NA,0,"83","81","1",0,0,"1",0,"81","81",0,"20",12,2,29,12,1,11,12,0,"3","2","5","1","1",3,1,"0","0",4,1,1,0,2,0,2,"5","1",7,"1","1","1",0,"2",1,1,0,1,"1",1,39.9,32,13.2,38,28.4,"4",NA,4,"1","1","2","2",5,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,"2","2","1","2","2","2","2","2","2","3","2","2","2","2","2","2","2",4,5,1,2,3,"1",1,1,1,1,1,"1","1",0,0,1,0,1,5,1,5,5,"1","1","1","2","2","3","2","3",0,0,"2","1","2","3"
"938","1480",1989,"L3",88133,19713,"2",30,0,"57","77","1",1,1,"1",0,"77","77",NA,NA,3,5,46,8,0,0,20,0,"1","2","9","2","0",4,1,"0","0",2,0,0,0,2,0,2,"9","1",5,"4","3","1",0,"1",1,1,0,0,"2",1,NA,47,38.8,50,46.5,"4","30",5,"2","1","3","2",5,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,"2","1","2","1","2","2","2","2","2","2","3","2","2","2","2","2","2",3,5,4,1,2,"1",1,0,1,0,1,"1","1",1,0,0,1,1,3,NA,3,5,"5","1","1","2","1","2","3","1",0,0,"2","2","2","3"
"939","1482",1989,"L3",41746,41746,"1",40,0,"62","36","1",0,0,"7",0,"36","36",0,"77",1,2,33,15,13,12,13,1,"1","3","9","1","1",4,1,"0","0",4,2,0,0,2,0,1,"9","1",4,"2","2","1",0,"1",1,1,1,1,"1",1,46.5,44,28.7,48,28.6,"1","11",6,"1","1","1","2",7,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,"2","2","1","1","2","2","2","2","2","2","3","1","3","1","1","2","1",5,3,1,4,2,"3",1,1,1,1,1,"1","1",1,0,0,1,1,3,1,1,5,"5","1","3","1","1","2","2","1",1,0,"1","1","1","3"
"940","1483",1989,"L2",25511,464,"3",NA,0,"23","43","1",0,0,"1",0,"43","43",1,"45",1,2,33,18,NA,11,14,0,"1","1","7","3","1",4,1,"0","0",4,0,2,0,2,0,2,"9","1",8,"1","2","1",0,"1",1,0,1,1,"1",1,21.5,53,41.1,39,67.7,"4","30",4,"1",NA,NA,"2",7,1,NA,0,1,NA,0,1,NA,0,1,NA,0,1,NA,0,1,0,NA,"1","2","1","2","3","1","1","3","3","3","1","3","3","3","3","2",4,5,1,2,3,"3",1,1,1,1,1,"1","1",1,0,0,1,1,1,3,1,5,"3","1","2","3","2","1","3","2",0,1,"2","1","2","3"
"941","1497",1989,"L3",41746,30150,"1",40,0,"23","32","1",0,0,"2",0,"32","32",1,"91",4,2,41,18,14,12,16,1,"1","3","9","2","1",3,1,"0","0",4,1,1,0,2,0,2,"9","1",3,"1","2","1",0,"2",1,1,1,1,"1",1,32,61,80.9,64,84.2,"1","8",4,"1","2","1","1",2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","2","2","2","3","2","3","3","2","3","2","2","2","2",4,5,1,2,3,"3",1,NA,1,1,1,"1",NA,1,0,0,1,1,3,4,3,4,"1","3","3","2","1","2","2","3",1,0,"2","2","1","3"
"942","1506",1989,"L3",88133,80690,"1",55,1,"21","26","1",0,0,"2",1,"26","26",1,"42",1,2,41,16,14,12,16,1,"1","5","3","3","0",4,1,"0","1",4,0,2,0,2,0,4,"8","1",4,"1","3","1",0,"1",0,NA,0,0,"2",1,33.2,69,91.1,46,60.1,"4","8",5,"2","3","2","2",3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"3","1","2","1","2","1","1","2","1","2","2","1","3","1","1","2","2",5,4,1,3,2,"1",1,0,1,0,1,"2","3",1,0,0,1,1,2,3,2,2,"2","2","3","2","1","2","2","3",0,0,"2","2","2","3"
"943","1518",1989,"L3",41746,41746,"1",52,0,"42","23","1",0,0,"7",0,"23","23",1,"20",0,3,66,16,12,12,18,1,"1","2","8","2","0",2,1,"0",NA,2,0,0,0,2,0,2,"8","1",3,"1","2","1",1,"1",1,1,1,0,"1",1,39.9,52,67.8,61,80.9,"1","8",4,"1","1","1","2",2,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,"3","1","3","1","2","2","2","2","3","2","2","2","2","2","1","2","3",5,4,1,3,2,"2",1,1,1,1,1,"1","1",0,0,0,0,1,2,1,2,3,"3","1","3","2","1","1","2","2",0,0,"1","1","1","3"
"944","1528",1989,"L3",88133,34788,"1",60,0,"91","35","1",0,0,"6",0,"35","35",0,"43",9,3,40,15,12,14,14,1,"1","5","5","3","1",4,1,"0","0",4,1,1,0,2,0,1,"8","2",1,"2","2","4",0,"3",1,1,0,0,"1",1,67.7,35,32,69,46.6,"4","11",6,"1","2","1","1",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,"2","1","2","1","2","2","2","2","2","2","3","1","3","2","1","3","1",3,5,1,2,4,"1",1,0,1,0,1,"1","1",1,0,0,1,1,4,4,3,2,"6","2","2","2","1","2","1","1",0,0,"1","2","1","3"
"945","1532",1989,"L2",30150,25511,"1",45,0,"23","96","1",1,0,"2",0,"96","96",0,"63",2,2,35,16,12,16,12,0,"1","3","8","2","1",3,1,"0",NA,4,1,1,0,2,0,2,"8","1",4,"1","3","1",0,"1",1,1,0,0,"1",1,45.4,61,80.9,22,17.5,"4","11",3,"2","2",NA,"2",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,NA,"1","2","1","1","2","2","1","1","2","2","1","1","1","1","1","1",4,5,1,3,2,"1",1,1,1,1,1,"2","4",1,0,0,1,1,2,4,3,1,"3","1","3","1","2","1","3","2",0,1,"2","2","1","3"
"946","1536",1989,"L2",41746,34788,"1",40,0,"63","40","1",0,0,"2",0,"40","40",0,"63",5,2,44,12,10,12,11,1,"1","3","8","1","1",3,1,"0","1",4,0,0,2,2,0,4,"8","1",1,"1","3","4",0,"2",1,1,0,0,"1",1,31,42,31,33,13.6,"4","8",4,"2","2","2","2",1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,"2","1","2","1","2","2","2","2","3","3","3","2","3","2","1","2","1",2,5,4,3,1,"1",1,1,1,1,1,"1","1",1,0,0,1,1,3,3,2,4,"3","1","3","1","2","2","2","3",1,0,"1","2","1","3"
"947","20",1990,"L2",99988,28830,"1",35,0,"23","91","1",0,0,"3",0,"91","91",0,"58",1,2,50,16,12,12,13,0,"2","5","0","3","8",4,0,"8","4",2,0,0,0,2,0,2,"2","1",3,"1","3","1",1,"2",1,1,1,0,"2",1,35.8,59,75.5,35,31.6,"3","39",3,NA,"2","2","1",7,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,"2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","3","2",4,5,1,2,3,"1",1,1,1,1,1,"4","1",1,0,0,1,1,4,3,1,2,"1","1","1","2","2","3","2","3",0,1,"2","2","2","2"
"948","29",1990,"L2",28830,16633,"2",4,0,"36","83","1",0,0,"1",0,"83","83",0,"39",7,1,33,14,9,8,12,0,"2","5","0","3","1",3,0,"8","4",3,0,1,0,2,0,2,"2","1",7,"1","1","4",1,"1",1,1,0,0,"2",NA,34.7,48,24.2,32,13.2,"2","1",5,"1","1","1","1",1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2",3,5,4,2,1,"1",1,1,1,1,1,"1","3",0,0,1,0,0,1,1,1,3,"6","2","1","2","2","2","3","3",0,0,"2","2","2","3"
"949","30",1990,"L3",48790,24395,"1",40,0,"32","96","1",0,0,"1",0,"96","96",0,"60",1,0,53,14,8,12,8,0,"2","2","5","3","1",3,1,"0","0",2,0,0,0,2,0,2,"2","1",4,"1","3","1",1,"3",1,1,1,0,"2",1,14,62,71.4,35,20.9,"3",NA,3,"1","1","2","2",5,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,"2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2",2,4,3,1,5,"1",1,0,1,1,1,"1","3",1,0,0,1,1,3,4,4,3,"0","1","1","1","2","1","3","1",0,NA,"2","2","2","3"
"950","33",1990,"L2",48790,14415,"1",40,0,"46","86","1",0,0,"1",0,"86","86",NA,NA,2,1,35,15,NA,8,15,0,"2","3","0","3","5",1,0,"8","4",2,0,0,0,2,0,2,"2","1",3,"1","1","1",1,"2",1,1,0,1,"2",1,NA,35,21.8,60,65.2,"2","39",5,"1","1","2","1",1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,"2","2","1","2","3","2","2","1","2","2","2","2","2","3","2","3","1",4,5,2,1,3,"2",1,1,1,1,1,"1","1",0,0,0,0,1,3,1,3,3,"1","1","1","2","2","2","3","3",0,1,"2","2","2","3"
"951","45",1990,"L2",33266,18851,"1",35,0,"58","39","1",0,0,"4",0,"39","39",0,"91",3,0,44,12,NA,11,14,0,"1","3","2","2","1",2,1,"0","1",2,0,0,0,2,0,2,"2","1",0,"1","2","2",1,"1",1,1,0,1,"2",1,32,38,39.2,34,34.7,"1","11",4,"2","1","1","2",4,1,0,0,1,0,0,1,NA,0,1,NA,0,1,1,0,1,1,"2","2","1","1","2",NA,"3","2","2","3","2","2","2","1","2","2","3",3,5,1,2,4,"2",1,1,1,0,1,"2","1",1,0,0,1,1,3,1,1,5,"1","1","2","2","2","2","3","2",1,0,"2","2","2","3"
"952","53",1990,"L1",14415,NA,"7",NA,0,"36","56","1",0,0,"2",0,"56","56",0,"77",1,2,36,12,12,10,13,0,"1","3","9","2","1",3,1,"0","1",4,0,1,1,2,0,1,"9","1",2,"1","2","1",1,"2",0,NA,0,1,"2",1,46.5,48,24.2,25,23.8,"4","10",4,"1","3","1","1",1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,"2","2","2","2","3","3","1","3","3","3","2","2","2","3","1","3","2",4,5,1,3,2,"1",1,0,1,0,1,"1","1",1,0,0,1,1,1,1,1,5,"1","1","1","2","2","1","2","3",0,1,"2","2","2","3"
"953","95",1990,"L3",NA,NA,"1",40,1,"22","39","1",0,0,"2",0,"39","39",0,"62",4,3,45,15,8,12,15,1,"1","6","3","1","1",3,1,"0","2",5,0,2,1,2,0,2,"3","2",7,"2","2","2",1,"2",0,NA,1,0,"2",1,28.7,53,59.1,38,27,"1","11",4,"2","3","2","2",2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","1","2","3","2","1","3","3","3","1","2","1","3","3","3",3,5,2,1,4,"1",1,0,1,0,1,"1","1",1,1,0,0,1,5,3,3,3,"6","1","2","2","1","1","2","1",0,0,"2","2","2","3"
"954","106",1990,"L3",99988,103206,"1",40,0,"48","57","1",0,0,"7",0,"57","57",0,"47",2,2,62,16,12,12,12,1,"1","5","2","3","1",4,1,"0","2",2,0,0,0,2,0,2,"3","2",6,"2","2","2",1,"2",1,1,1,0,"2",1,43,45,62,47,38.8,"4","14",3,"2","2","1","2",5,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,"2","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2",5,3,1,2,4,"2",0,0,1,0,1,"1","1",NA,0,0,0,1,4,4,5,4,"0","1","2","1","2","1","1","1",0,1,"2","2","2","3"
"955","109",1990,"L3",99988,103206,"3",NA,0,"22","22","1",0,0,"3",1,"22","22",1,"20",3,3,62,20,20,16,20,1,"1","4","0","3","1",4,0,"8","4",2,0,0,0,2,0,2,"3","4",1,"1","2","1",1,"1",1,1,1,0,"2",1,53.8,74,84.5,74,84.5,"4","6",2,"1",NA,"1","1",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,"3","1","2","1","3","2","3","2","3","2","2","2","3","2","1","2","3",4,5,1,3,2,"2",1,1,1,1,1,"2","4",0,0,0,0,1,3,3,1,1,"1","3","3","2","1","2","2","3",1,0,"2","2","2","3"
"956","130",1990,"L2",33266,NA,"5",NA,0,"41","62","1",1,0,"1",0,"62","62",0,"13",6,4,73,12,6,6,11,0,"1","5","0","3","1",3,0,"8","4",2,0,0,0,2,0,1,"2","1",0,"1","3","4",1,"3",1,1,0,0,"2",1,85.2,31,19.6,44,28.7,"2","8",5,"1","1","1","2",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","3","3","3","3","3","1","3","2","2","3","1","2","1",1,4,2,3,5,"3",1,1,1,1,1,"1","1",1,0,0,1,1,3,3,3,5,"0","1","3","2","1",NA,"3","3",0,0,"2","2","2","3"
"957","131",1990,"L3",48790,48790,"1",38,0,"43","32","1",0,0,"2",0,"32","32",1,"47",0,2,60,16,12,8,12,1,"1","6","2","1","1",2,1,"0","4",2,0,0,0,2,0,2,"2","4",1,"2","2","1",1,"2",1,1,1,0,"2",9,43,39,67.7,64,84.2,"4","15",5,"1","2","1","2",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","2","3","2","1","2","1","1","2","2",5,3,2,1,4,"1",1,0,1,0,1,"1","1",1,0,0,1,1,4,4,3,5,"2","1","3","1","2","1","1","1",0,0,"2","2","2","3"
"958","133",1990,"L3",NA,NA,"1",37,0,"18","45","1",1,0,"7",1,"45","45",0,"30",1,0,44,20,20,12,12,1,"1","5","2","1","1",4,1,"0","0",2,0,0,0,2,0,1,"2","4",0,"2","2","1",1,"2",0,NA,0,0,"1",4,92.8,71,88.7,36,24.6,"4","15",3,"3",NA,"1","1",2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","3","2","3","2","1","2","2","1","1","1","1","2","2",4,5,1,2,3,"1",1,1,1,1,1,"2","1",1,0,0,1,1,4,4,2,3,"2","1","3","2","2","2","1","1",1,0,"1","2","2","3"
"959","137",1990,"L2",24395,24395,"1",41,0,"56","88","1",1,0,"7",0,"88","88",0,"95",12,1,62,8,NA,NA,8,1,"1","1","2","1","1",1,1,"0","0",2,0,0,0,2,0,1,"2","1",5,"1","3","1",0,"2",1,1,1,0,"1",1,38.8,35,23.7,24,17.1,"1","11",5,"1","1","2","2",3,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,"2","2","2","2","3","1","1","3","2","2","2","2","1","1","1","2","1",1,5,4,3,2,"1",1,1,1,1,1,"1","4",1,0,0,0,1,3,3,5,5,"6","1","3","1","2","1","2","3",0,0,"1","2","2","3"
"960","139",1990,"L3",28830,NA,"7",NA,0,"33","62","1",1,1,"1",0,"62","62",0,"77",1,2,46,12,12,11,11,0,"1","5","2","2","3",3,1,"1","4",2,0,0,0,2,0,1,"2","1",3,"1","3","1",0,"2",1,1,0,1,"1",1,25,61,60.5,44,28.7,"2","14",4,"1","1","2","1",1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,"2","2","2","1","2","2","2","1","2","1","2","2","2","2","2","2","1",2,5,1,4,3,"2",1,1,1,1,1,"1","4",1,0,0,1,1,5,5,3,5,"5","1","2","1","1","1","2","3",0,0,"2","2","2","3"
"961","140",1990,"L2",24395,16633,"1",40,0,"65","82","1",0,0,"3",0,"82","82",0,"42",4,0,34,11,10,11,20,1,"1","5","2","2","3",2,1,"0","0",2,0,0,0,2,0,2,"2","2",5,"1","3","2",1,"2",1,1,0,0,"2",1,18.6,35,34.1,52,77.3,"4",NA,6,"1","1","2","1",4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,"2","2","2","2","2","2","2","1","2","2","3","1","3","2","2","2","2",1,5,3,2,4,"1",1,1,1,1,1,"1","1",1,0,0,1,1,4,3,3,5,"1","1","2","1","1","1","1","1",0,0,"2","2","2","3"
"962","141",1990,"L3",99988,28830,"1",40,0,"10","14","1",0,0,"1",0,"14","14",0,"73",1,0,29,13,8,12,13,0,"1","3","2","2","1",3,1,"0","0",2,0,0,0,2,0,2,"2","1",2,"1","2","1",0,"1",1,1,1,0,"2",2,42.8,63,81,50,68,"4","14",5,"2","2","2","2",3,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","2","1","2","3","1","2","2","1","2","2","1","2","2","1","2","2",3,5,1,4,2,"1",1,0,1,0,1,"1","1",1,0,0,1,1,3,2,3,5,"5","2","2","1","2","1","1","1",1,1,"2","2","2","4"
"963","142",1990,"L3",39919,39919,"1",40,0,"62","34","1",0,0,"1",1,"34","34",1,"43",2,0,41,12,8,8,12,1,"1","5","2","2","2",2,1,"0","0",2,0,0,0,2,0,2,"2","1",1,"1","1","1",0,"1",0,NA,1,0,"2",1,67.7,49,46,42,50.3,"1","11",5,"2","1","3","2",2,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","3","2","2","2","3","1","2","2","1",1,5,4,2,3,"3",1,0,1,1,1,"1","1",1,0,0,0,1,3,3,2,3,"7","1","2","1","1","2","2","3",1,0,"2","2","2","3"
"964","147",1990,"L2",48790,28830,"1",42,0,"82","48","1",1,0,"1",0,"48","48",0,"91",4,3,29,11,10,NA,14,1,"1","3","2","2","2",3,1,"0","0",2,0,0,0,2,0,2,"2","1",4,"1","2","1",1,"2",1,1,0,1,"1",1,32,29,25.5,45,62,"4","11",4,"1","2","1","1",2,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,"2","1","2","2","1","2","2","1","2","2","1","1","2","2","1","2","1",1,5,2,4,3,"1",1,1,1,0,1,"1","1",1,0,0,1,1,2,2,1,4,"5","1","1","2","2","2","3","3",0,0,"2","1","2","3"
"965","153",1990,"L2",48790,16633,"1",40,0,"50","10","1",0,0,"1",0,"10","10",0,"84",1,3,48,14,8,12,12,0,"1","3","9","3","1",3,1,"0","0",3,0,0,0,3,0,3,"3","1",7,"1","2","1",1,"2",1,1,1,1,"1",1,12.7,46,52,59,64.9,"4",NA,6,"2","1","2","2",3,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,"1","2","2","1","2","2","2","2","3","3","3","2","3","2","1","2","2",3,5,1,2,4,"1",1,0,1,0,1,"1","1",1,0,0,0,1,3,5,3,5,"6","1","2","2","2","2","2","1",1,1,"1","1","2","3"
"966","157",1990,"L3",39919,14415,"7",NA,0,"47","20","1",1,0,"1",1,"20","20",0,"77",2,2,48,17,12,11,19,0,"1","4","3","3","1",3,1,"0","0",2,0,0,0,2,0,2,"3","1",8,"1","1","1",1,"1",1,1,1,0,"2",1,46.5,48,57.5,66,62.6,"4","26",7,NA,"2","1","1",7,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,"2","1","2","1","1","1","3","2","1","2","3","2","3","1","2","1","1",1,5,3,4,2,"1",0,0,0,0,0,"1","1",1,0,0,1,1,3,5,4,5,"6","2","2","1","1","1","1","3",0,1,"2","2","2","3"
"967","169",1990,"L4",99988,103206,"1",64,1,"48","47","1",0,0,"7",0,"47","47",0,"37",3,3,66,17,6,NA,12,1,"1","6","9","2","4",3,1,"0","2",2,0,0,0,2,0,1,"9","2",8,"2","2","2",1,"2",0,NA,0,0,"2",1,65.1,38,61.5,48,57.5,"4","14",4,"1","1","1","2",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,NA,1,"2","1","2","1","2","2","3","2","1","3","2","1","2","1","1","2","2",1,5,2,3,4,"2",0,0,1,0,1,"2","1",0,0,0,1,1,3,3,3,3,"2","2","2","1","1","1","1","1",0,0,"2","2","2","4"
"968","171",1990,"L4",99988,103206,"1",70,1,"21","50","1",0,0,"2",0,"50","50",1,"47",1,1,35,19,16,16,16,1,"1","3","9","2","1",4,1,"0","0",3,1,0,0,2,0,2,"9","1",5,"1","3","2",1,"1",0,NA,1,0,"2",1,43,69,91.1,53,73.9,"4","11",3,"1","2","2","2",5,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,"2","1","2","1","2","2","2","2","1","3","2","2","3","1","1","2","2",5,3,1,4,2,"1",1,1,1,1,1,"2","3",1,0,NA,1,1,3,4,3,2,"5","2","3","1","1","2","2","1",0,0,"2","2","2","3"
"969","199",1990,"L3",99988,39919,"1",40,0,"47","48","1",0,0,"1",0,"48","48",0,"43",3,0,35,15,14,12,18,1,"1","5","1","3","1",4,1,"0","4",2,0,0,0,2,0,2,"7","1",5,"1","2","1",1,"1",1,0,NA,0,"2",1,67.7,38,43,45,62,"4","23",6,"3","2","3","1",6,0,0,1,0,0,0,1,0,1,0,0,0,NA,1,1,1,1,"3","2","2","1","2","1","2","2","1","3","2","2","3","1","1","1","1",4,5,2,1,3,"1",NA,NA,1,NA,1,"1","1",1,0,0,1,1,2,3,2,4,"6","1","2","1","3","1","1","1",0,1,"2","2","2","3"
"970","202",1990,"L2",33266,4879,"1",40,0,"41","49","1",0,0,"4",0,"49","49",1,"47",3,3,39,12,4,12,13,0,"1","3","7","3","1",2,1,"0","0",5,0,1,2,2,0,3,"7","1",8,"1","2","1",NA,"3",1,0,0,0,"2",1,43,31,19.6,31,55.3,"4",NA,4,"3","1","1","2",3,1,1,0,1,NA,0,1,1,0,1,1,0,1,1,0,NA,1,"2","1","2","2","3","2","3","2","2","2","3","1","3","2","2","2","2",4,5,1,3,2,"1",1,0,1,0,0,"1","1",1,0,0,1,1,3,3,2,5,"1","1","2","2","2","1","3",NA,0,1,"2","2","2","3"
"971","208",1990,"L2",28830,9980,"1",40,0,"57","80","1",1,0,"1",0,"80","80",1,"20",3,2,60,13,11,10,15,1,"1","2","7","2","1",3,1,"0","0",2,0,0,0,2,0,2,"7","1",2,"1","1","1",0,"2",1,1,0,1,"1",1,39.9,47,38.8,60,76.3,"4","8",5,"2","1","1","2",7,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,"2","2","2","2","3","2","2","2","3","3","2","1","3","2","1","3","3",4,5,1,2,3,"3",1,1,1,1,1,"1","1",1,1,0,1,1,4,4,4,4,"4","1","1","3","1","2","2","2",1,1,"2","1","1","3"
"972","218",1990,"L2",48790,24395,"1",48,0,"14","10","1",0,0,"1",0,"10","10",0,"15",1,0,28,12,12,14,12,1,"1","5","3","3","1",4,1,"0","0",2,0,0,0,2,0,2,"7","1",4,"1","3","1",1,"2",1,1,1,0,"1",1,57.4,73,86.5,63,81,"4","11",4,"2","3","2","1",6,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,NA,NA,"1","2","2","2","2","2","3","2","2","2","2","2","1","1","2","2",2,5,4,3,1,"1",1,1,1,1,1,"1",NA,1,0,0,1,1,4,4,3,5,"4","1","2","1","1","2","3","1",1,0,"2","2","1","3"
